trip_id,vehicle_id,driver_id,trip_date,origin,destination,distance_km,duration_hr,fuel_liters,fuel_cost,purpose
T00153,V041,D047,2026-01-25,Westside Yard,Eastfield Park,607.5,11.18,86.0,144.69,pickup
T00248,V006,D006,2026-01-25,Eastfield Park,Airport Cargo,132.4,2.08,13.1,21.53,pickup
T00362,V094,D078,2026-01-25,Northgate DC,Riverside Hub,351.3,7.99,37.3,58.36,transfer
T00594,V068,D025,2026-01-25,Westside Yard,Downtown Drop,399.4,6.73,38.5,56.6,delivery
T00849,V013,D016,2026-01-25,Westside Yard,Airport Cargo,411.8,6.76,55.4,93.4,delivery
T01076,V019,D041,2026-01-25,Riverside Hub,Eastfield Park,321.6,5.17,37.0,54.99,pickup
T01477,V040,D067,2026-01-25,Airport Cargo,Northgate DC,553.8,8.79,90.8,152.81,pickup
T02363,V055,D059,2026-01-25,Northgate DC,Downtown Drop,505.8,7.76,47.9,71.29,service_run
T02453,V007,D004,2026-01-25,Airport Cargo,Springfield Depot,66.4,1.32,8.0,13.41,pickup
T02610,V030,D022,2026-01-25,Airport Cargo,Northgate DC,490.2,11.6,72.0,112.22,delivery
T02728,V095,D034,2026-01-25,Springfield Depot,Northgate DC,568.3,14.15,96.8,165.79,transfer
T00711,V035,D069,2026-01-26,Airport Cargo,Springfield Depot,509.6,11.96,54.9,86.63,pickup
T00966,V032,D062,2026-01-26,Downtown Drop,Eastfield Park,541.9,8.33,87.1,127.76,service_run
T01370,V068,D025,2026-01-26,Downtown Drop,Springfield Depot,344.8,7.11,52.2,79.54,pickup
T01504,V114,D070,2026-01-26,Downtown Drop,Springfield Depot,343.8,7.04,31.3,50.76,pickup
T01720,V018,D028,2026-01-26,Northgate DC,Riverside Hub,618.9,11.9,59.4,91.72,transfer
T01898,V046,D071,2026-01-26,Airport Cargo,Downtown Drop,525.5,9.72,47.9,82.29,service_run
T01900,V087,D039,2026-01-26,Downtown Drop,Harbor Terminal,255.6,5.35,42.1,70.86,delivery
T02389,V039,D045,2026-01-26,Springfield Depot,Eastfield Park,43.6,0.63,5.8,9.7,delivery
T02396,V077,D029,2026-01-26,Westside Yard,Airport Cargo,391.2,6.04,38.9,57.48,service_run
T02917,V059,D002,2026-01-26,Eastfield Park,Harbor Terminal,403.0,9.46,65.1,108.17,delivery
T03150,V116,D012,2026-01-26,Northgate DC,Westside Yard,219.8,4.01,37.1,59.81,pickup
T03266,V110,D072,2026-01-26,Airport Cargo,Springfield Depot,127.7,3.26,13.3,22.52,service_run
T03303,V039,D045,2026-01-26,Airport Cargo,Westside Yard,85.1,1.51,11.6,19.19,service_run
T03406,V044,D020,2026-01-26,Springfield Depot,Northgate DC,505.5,12.24,53.9,91.13,delivery
T03772,V105,D023,2026-01-26,Airport Cargo,Northgate DC,131.4,2.25,14.3,24.49,pickup
T03940,V029,D060,2026-01-26,Northgate DC,Eastfield Park,270.6,5.79,26.1,41.72,transfer
T03983,V101,D017,2026-01-26,Harbor Terminal,Airport Cargo,330.0,6.23,33.5,57.37,delivery
T04250,V084,D013,2026-01-26,Springfield Depot,Westside Yard,255.7,5.85,44.7,73.56,delivery
T04301,V081,D042,2026-01-26,Springfield Depot,Harbor Terminal,462.5,6.68,55.6,97.25,service_run
T04350,V074,D009,2026-01-26,Riverside Hub,Northgate DC,427.2,7.61,56.6,92.29,delivery
T04612,V094,D078,2026-01-26,Downtown Drop,Harbor Terminal,206.2,4.33,36.2,54.01,delivery
T04619,V052,D065,2026-01-26,Springfield Depot,Eastfield Park,85.9,1.34,13.9,23.69,pickup
T04943,V065,D080,2026-01-26,Springfield Depot,Airport Cargo,451.7,10.6,67.5,111.68,transfer
T05018,V008,D046,2026-01-26,Eastfield Park,Airport Cargo,156.1,3.84,21.9,35.95,delivery
T00127,V108,D063,2026-01-27,Harbor Terminal,Northgate DC,239.0,4.23,27.9,46.94,pickup
T00301,V052,D065,2026-01-27,Airport Cargo,Harbor Terminal,281.5,5.57,34.3,56.38,delivery
T00438,V008,D046,2026-01-27,Westside Yard,Airport Cargo,172.5,4.09,20.9,32.29,transfer
T00641,V010,D040,2026-01-27,Harbor Terminal,Downtown Drop,533.4,9.03,56.1,95.63,delivery
T01000,V053,D019,2026-01-27,Eastfield Park,Northgate DC,192.4,4.05,24.7,36.08,delivery
T01016,V060,D005,2026-01-27,Downtown Drop,Harbor Terminal,538.3,10.54,55.4,92.82,pickup
T01643,V050,D007,2026-01-27,Downtown Drop,Westside Yard,43.4,0.66,4.1,6.91,service_run
T01805,V039,D045,2026-01-27,Springfield Depot,Airport Cargo,459.2,10.47,61.7,105.91,delivery
T01918,V004,D003,2026-01-27,Westside Yard,Harbor Terminal,178.7,4.32,17.7,26.84,transfer
T02152,V104,D068,2026-01-27,Downtown Drop,Harbor Terminal,295.7,5.96,32.4,56.22,delivery
T02234,V032,D062,2026-01-27,Airport Cargo,Harbor Terminal,64.3,1.28,7.6,12.77,service_run
T02699,V052,D065,2026-01-27,Eastfield Park,Downtown Drop,496.2,8.2,62.9,102.3,delivery
T02883,V008,D046,2026-01-27,Riverside Hub,Eastfield Park,333.9,4.91,46.3,69.18,delivery
T02922,V021,D037,2026-01-27,Harbor Terminal,Springfield Depot,107.3,1.84,11.1,17.89,delivery
T03383,V061,D001,2026-01-27,Northgate DC,Riverside Hub,276.6,6.23,33.7,55.0,service_run
T03762,V032,D062,2026-01-27,Springfield Depot,Harbor Terminal,372.2,5.91,59.2,92.26,delivery
T03792,V044,D020,2026-01-27,Airport Cargo,Riverside Hub,175.5,2.93,29.7,49.78,delivery
T03829,V061,D001,2026-01-27,Downtown Drop,Riverside Hub,533.1,9.84,54.8,94.24,delivery
T04325,V006,D006,2026-01-27,Westside Yard,Springfield Depot,356.6,5.59,37.1,55.31,transfer
T04843,V092,D044,2026-01-27,Eastfield Park,Springfield Depot,55.3,1.2,7.3,12.09,delivery
T05163,V040,D067,2026-01-27,Downtown Drop,Westside Yard,50.8,1.03,5.3,8.32,transfer
T05186,V104,D068,2026-01-27,Downtown Drop,Harbor Terminal,496.9,10.5,57.1,85.19,delivery
T00055,V101,D017,2026-01-28,Springfield Depot,Downtown Drop,384.9,6.43,39.3,66.87,delivery
T00235,V059,D002,2026-01-28,Airport Cargo,Springfield Depot,86.1,1.49,13.8,21.06,pickup
T00279,V095,D034,2026-01-28,Eastfield Park,Airport Cargo,289.9,5.87,37.0,55.71,transfer
T00320,V007,D004,2026-01-28,Riverside Hub,Westside Yard,448.9,6.97,50.6,77.94,pickup
T00408,V104,D068,2026-01-28,Northgate DC,Harbor Terminal,547.9,10.15,61.2,100.87,service_run
T00654,V039,D045,2026-01-28,Westside Yard,Springfield Depot,18.2,0.46,2.3,3.73,service_run
T00902,V041,D047,2026-01-28,Riverside Hub,Airport Cargo,545.2,11.74,97.6,157.76,pickup
T01551,V038,D011,2026-01-28,Westside Yard,Northgate DC,559.4,9.04,68.7,107.1,service_run
T01639,V029,D060,2026-01-28,Eastfield Park,Northgate DC,50.4,1.1,5.4,9.33,service_run
T01744,V002,D074,2026-01-28,Northgate DC,Springfield Depot,129.4,2.2,13.8,22.53,service_run
T02004,V107,D015,2026-01-28,Northgate DC,Airport Cargo,242.4,4.14,43.1,67.06,delivery
T02086,V104,D068,2026-01-28,Northgate DC,Eastfield Park,246.9,5.33,38.6,64.68,service_run
T02696,V052,D065,2026-01-28,Westside Yard,Harbor Terminal,138.7,2.09,14.9,26.0,transfer
T02962,V026,D021,2026-01-28,Harbor Terminal,Downtown Drop,146.6,3.13,23.6,38.71,delivery
T03376,V052,D065,2026-01-28,Airport Cargo,Eastfield Park,86.6,1.55,8.4,12.4,service_run
T03671,V070,D026,2026-01-28,Westside Yard,Harbor Terminal,163.4,3.19,14.9,21.77,delivery
T03691,V062,D056,2026-01-28,Springfield Depot,Eastfield Park,221.0,3.91,28.9,48.71,delivery
T04167,V063,D010,2026-01-28,Eastfield Park,Airport Cargo,220.1,4.69,32.0,50.61,delivery
T04521,V010,D040,2026-01-28,Springfield Depot,Northgate DC,186.9,3.19,21.3,33.89,transfer
T04626,V104,D068,2026-01-28,Downtown Drop,Eastfield Park,473.4,8.11,80.9,121.09,transfer
T04768,V048,D036,2026-01-28,Northgate DC,Riverside Hub,401.3,8.69,53.3,93.26,delivery
T04994,V006,D006,2026-01-28,Eastfield Park,Airport Cargo,413.3,6.19,45.0,68.17,pickup
T05064,V105,D023,2026-01-28,Downtown Drop,Airport Cargo,91.2,2.32,11.1,18.38,delivery
T00669,V104,D068,2026-01-29,Eastfield Park,Harbor Terminal,280.6,5.95,37.7,65.44,transfer
T01162,V013,D016,2026-01-29,Harbor Terminal,Westside Yard,339.8,5.58,52.9,87.73,delivery
T01502,V109,D051,2026-01-29,Downtown Drop,Riverside Hub,76.9,1.37,11.7,18.16,pickup
T01596,V098,D018,2026-01-29,Westside Yard,Airport Cargo,226.1,4.38,22.1,34.89,delivery
T01623,V084,D013,2026-01-29,Downtown Drop,Westside Yard,192.2,3.29,33.4,56.8,pickup
T01822,V068,D025,2026-01-29,Northgate DC,Springfield Depot,156.1,2.75,24.8,38.58,delivery
T02909,V039,D045,2026-01-29,Harbor Terminal,Airport Cargo,254.6,3.7,24.2,37.47,transfer
T03374,V021,D037,2026-01-29,Harbor Terminal,Riverside Hub,137.4,1.96,15.1,24.26,service_run
T04143,V060,D005,2026-01-29,Springfield Depot,Eastfield Park,604.2,10.24,56.6,91.81,delivery
T04334,V084,D013,2026-01-29,Harbor Terminal,Riverside Hub,516.0,10.85,64.8,104.82,pickup
T04399,V063,D010,2026-01-29,Westside Yard,Airport Cargo,520.1,11.54,73.8,121.75,delivery
T05143,V003,D058,2026-01-29,Downtown Drop,Eastfield Park,258.4,5.91,41.6,70.81,delivery
T00157,V037,D035,2026-01-30,Airport Cargo,Westside Yard,531.8,11.55,85.9,143.72,service_run
T00238,V010,D040,2026-01-30,Springfield Depot,Riverside Hub,104.7,1.6,11.5,18.98,transfer
T00702,V043,D073,2026-01-30,Springfield Depot,Downtown Drop,17.2,0.32,2.0,3.2,service_run
T00710,V104,D068,2026-01-30,Eastfield Park,Westside Yard,508.4,11.61,78.6,120.62,delivery
T01395,V028,D064,2026-01-30,Airport Cargo,Riverside Hub,507.7,8.36,58.4,88.72,delivery
T01440,V117,D027,2026-01-30,Springfield Depot,Eastfield Park,91.1,1.39,15.6,23.8,transfer
T02192,V069,D066,2026-01-30,Harbor Terminal,Springfield Depot,403.2,9.98,50.0,80.6,pickup
T02433,V098,D018,2026-01-30,Harbor Terminal,Downtown Drop,250.1,5.1,32.3,48.46,delivery
T02438,V030,D022,2026-01-30,Eastfield Park,Riverside Hub,286.2,5.67,30.2,45.0,service_run
T02463,V059,D002,2026-01-30,Harbor Terminal,Riverside Hub,160.4,3.58,25.6,41.05,delivery
T02747,V027,D049,2026-01-30,Downtown Drop,Harbor Terminal,376.6,5.75,62.3,101.51,delivery
T02837,V094,D078,2026-01-30,Springfield Depot,Northgate DC,594.9,10.73,72.2,123.0,pickup
T03753,V045,D076,2026-01-30,Westside Yard,Eastfield Park,445.6,7.05,44.5,74.68,pickup
T04246,V074,D009,2026-01-30,Downtown Drop,Airport Cargo,539.7,7.95,69.0,101.08,transfer
T04356,V046,D071,2026-01-30,Riverside Hub,Downtown Drop,322.6,5.07,33.1,50.4,pickup
T04530,V044,D020,2026-01-30,Harbor Terminal,Westside Yard,283.5,4.8,43.7,73.37,delivery
T04554,V002,D074,2026-01-30,Eastfield Park,Airport Cargo,252.3,4.19,33.4,53.05,pickup
T04874,V094,D078,2026-01-30,Downtown Drop,Northgate DC,349.3,5.68,35.7,60.76,pickup
T00252,V082,D055,2026-01-31,Harbor Terminal,Westside Yard,375.1,5.73,36.6,60.86,delivery
T00618,V080,D054,2026-01-31,Northgate DC,Harbor Terminal,440.9,6.45,66.9,106.05,delivery
T00791,V095,D034,2026-01-31,Westside Yard,Northgate DC,231.4,5.43,39.2,60.54,delivery
T01203,V110,D072,2026-01-31,Springfield Depot,Airport Cargo,298.9,6.81,31.4,45.59,delivery
T01555,V044,D020,2026-01-31,Westside Yard,Riverside Hub,593.8,13.64,56.1,91.05,transfer
T01771,V104,D068,2026-01-31,Westside Yard,Harbor Terminal,552.8,12.14,60.3,91.88,delivery
T01791,V062,D056,2026-01-31,Airport Cargo,Springfield Depot,208.5,4.04,22.8,37.19,delivery
T01794,V006,D006,2026-01-31,Eastfield Park,Downtown Drop,363.2,7.92,40.5,60.28,delivery
T01828,V095,D034,2026-01-31,Riverside Hub,Westside Yard,597.5,10.65,75.4,117.43,transfer
T01985,V004,D003,2026-01-31,Westside Yard,Northgate DC,344.7,5.45,44.9,78.17,delivery
T02361,V082,D055,2026-01-31,Downtown Drop,Airport Cargo,85.5,1.63,8.2,12.19,service_run
T02567,V037,D035,2026-01-31,Springfield Depot,Airport Cargo,347.9,7.35,38.6,62.73,delivery
T02727,V039,D045,2026-01-31,Springfield Depot,Northgate DC,315.3,6.72,30.0,47.83,delivery
T03156,V069,D066,2026-01-31,Downtown Drop,Springfield Depot,300.1,4.91,35.7,53.37,transfer
T03464,V019,D041,2026-01-31,Downtown Drop,Airport Cargo,192.8,4.07,20.1,30.82,service_run
T03581,V095,D034,2026-01-31,Westside Yard,Riverside Hub,423.0,8.81,46.6,74.11,delivery
T03841,V010,D040,2026-01-31,Downtown Drop,Eastfield Park,565.8,8.1,69.5,118.71,delivery
T04268,V032,D062,2026-01-31,Downtown Drop,Airport Cargo,502.8,7.2,46.3,67.89,pickup
T04544,V082,D055,2026-01-31,Eastfield Park,Northgate DC,123.3,2.79,11.7,17.23,delivery
T04678,V053,D019,2026-01-31,Airport Cargo,Eastfield Park,538.7,11.71,68.6,113.09,pickup
T04940,V095,D034,2026-01-31,Eastfield Park,Westside Yard,370.6,7.07,52.2,82.81,transfer
T00029,V061,D001,2026-02-01,Springfield Depot,Downtown Drop,105.7,1.62,10.9,18.45,pickup
T00168,V092,D044,2026-02-01,Harbor Terminal,Springfield Depot,531.4,9.1,81.7,133.61,delivery
T00169,V109,D051,2026-02-01,Springfield Depot,Riverside Hub,209.0,3.02,33.0,50.64,delivery
T00343,V013,D016,2026-02-01,Riverside Hub,Airport Cargo,554.6,8.31,69.2,106.33,delivery
T00614,V116,D012,2026-02-01,Downtown Drop,Northgate DC,545.0,9.06,85.0,136.02,transfer
T00951,V062,D056,2026-02-01,Eastfield Park,Northgate DC,135.6,3.3,22.5,36.84,transfer
T01020,V092,D044,2026-02-01,Northgate DC,Harbor Terminal,400.0,6.92,44.9,78.56,transfer
T01564,V010,D040,2026-02-01,Harbor Terminal,Downtown Drop,119.8,2.15,11.6,18.93,service_run
T02731,V002,D074,2026-02-01,Riverside Hub,Springfield Depot,213.0,3.14,30.7,51.39,service_run
T02850,V048,D036,2026-02-01,Eastfield Park,Harbor Terminal,67.5,1.19,9.2,15.91,delivery
T03012,V113,D053,2026-02-01,Riverside Hub,Airport Cargo,206.7,3.17,23.1,36.51,delivery
T03146,V094,D078,2026-02-01,Riverside Hub,Eastfield Park,536.3,9.24,54.2,82.0,service_run
T03202,V006,D006,2026-02-01,Downtown Drop,Eastfield Park,474.6,7.57,54.8,80.45,pickup
T03540,V007,D004,2026-02-01,Westside Yard,Airport Cargo,245.2,4.18,26.2,45.79,delivery
T03726,V003,D058,2026-02-01,Northgate DC,Springfield Depot,341.7,5.08,37.4,55.62,delivery
T03930,V077,D029,2026-02-01,Riverside Hub,Harbor Terminal,247.1,3.92,44.3,65.39,service_run
T03960,V013,D016,2026-02-01,Downtown Drop,Airport Cargo,573.7,8.4,81.4,135.08,delivery
T04104,V045,D076,2026-02-01,Harbor Terminal,Riverside Hub,539.2,12.76,56.1,84.91,delivery
T04236,V045,D076,2026-02-01,Riverside Hub,Harbor Terminal,135.8,3.53,14.9,23.38,delivery
T04314,V068,D025,2026-02-01,Springfield Depot,Riverside Hub,240.6,3.66,24.8,38.97,transfer
T04473,V092,D044,2026-02-01,Northgate DC,Harbor Terminal,259.3,4.41,30.9,45.44,pickup
T04709,V094,D078,2026-02-01,Westside Yard,Eastfield Park,384.8,9.59,42.4,64.54,transfer
T05106,V014,D031,2026-02-01,Westside Yard,Eastfield Park,170.1,2.89,30.2,52.16,delivery
T00031,V007,D004,2026-02-02,Eastfield Park,Westside Yard,222.6,4.5,23.6,36.35,delivery
T00141,V039,D045,2026-02-02,Airport Cargo,Downtown Drop,316.9,6.82,48.0,72.9,delivery
T00181,V109,D051,2026-02-02,Westside Yard,Eastfield Park,357.9,6.75,42.2,72.17,transfer
T00184,V082,D055,2026-02-02,Northgate DC,Harbor Terminal,332.1,7.06,40.3,63.39,delivery
T00432,V043,D073,2026-02-02,Harbor Terminal,Northgate DC,587.4,9.49,58.9,92.16,pickup
T00562,V055,D059,2026-02-02,Harbor Terminal,Springfield Depot,441.9,7.05,40.2,61.69,delivery
T00826,V062,D056,2026-02-02,Westside Yard,Downtown Drop,39.9,0.69,4.8,7.58,pickup
T00973,V062,D056,2026-02-02,Harbor Terminal,Springfield Depot,467.2,9.32,48.9,75.12,delivery
T01123,V026,D021,2026-02-02,Harbor Terminal,Downtown Drop,367.0,6.56,35.0,52.62,transfer
T01294,V060,D005,2026-02-02,Westside Yard,Riverside Hub,430.7,6.78,57.5,93.41,delivery
T01484,V030,D022,2026-02-02,Westside Yard,Downtown Drop,503.4,12.03,69.7,118.7,delivery
T01548,V029,D060,2026-02-02,Northgate DC,Downtown Drop,521.0,8.88,84.1,137.76,transfer
T01901,V014,D031,2026-02-02,Northgate DC,Riverside Hub,108.8,1.63,13.1,21.81,delivery
T02211,V117,D027,2026-02-02,Northgate DC,Riverside Hub,605.5,11.9,68.8,100.37,delivery
T02872,V028,D064,2026-02-02,Downtown Drop,Northgate DC,221.3,3.52,26.2,42.7,delivery
T02965,V084,D013,2026-02-02,Eastfield Park,Riverside Hub,453.1,8.58,66.2,101.95,delivery
T03335,V003,D058,2026-02-02,Harbor Terminal,Downtown Drop,201.6,2.96,24.1,41.28,transfer
T03460,V007,D004,2026-02-02,Airport Cargo,Harbor Terminal,430.0,8.29,45.1,72.16,delivery
T03562,V084,D013,2026-02-02,Northgate DC,Airport Cargo,366.2,7.58,51.8,75.2,delivery
T03732,V061,D001,2026-02-02,Eastfield Park,Northgate DC,470.6,9.45,63.5,106.55,service_run
T03746,V050,D007,2026-02-02,Downtown Drop,Northgate DC,253.3,5.36,24.5,37.07,delivery
T03763,V062,D056,2026-02-02,Westside Yard,Springfield Depot,381.7,9.36,59.5,103.93,service_run
T04082,V117,D027,2026-02-02,Eastfield Park,Downtown Drop,254.9,3.99,40.0,65.46,transfer
T04461,V059,D002,2026-02-02,Downtown Drop,Northgate DC,275.6,4.62,41.5,62.6,service_run
T04861,V010,D040,2026-02-02,Riverside Hub,Downtown Drop,21.1,0.41,3.6,6.02,delivery
T04961,V053,D019,2026-02-02,Riverside Hub,Northgate DC,495.9,8.32,86.4,149.54,transfer
T00010,V044,D020,2026-02-03,Downtown Drop,Riverside Hub,91.3,1.31,11.7,19.17,transfer
T00088,V060,D005,2026-02-03,Riverside Hub,Eastfield Park,208.8,3.02,35.1,59.04,transfer
T00224,V035,D069,2026-02-03,Springfield Depot,Northgate DC,151.9,2.22,19.6,29.73,service_run
T00524,V074,D009,2026-02-03,Harbor Terminal,Downtown Drop,69.4,1.14,7.8,11.86,pickup
T00528,V055,D059,2026-02-03,Harbor Terminal,Westside Yard,527.8,9.44,93.8,148.78,pickup
T01350,V002,D074,2026-02-03,Eastfield Park,Springfield Depot,492.7,10.58,47.2,72.57,transfer
T01871,V081,D042,2026-02-03,Springfield Depot,Westside Yard,564.8,10.22,59.0,89.01,delivery
T01890,V014,D031,2026-02-03,Riverside Hub,Springfield Depot,125.7,2.67,17.5,28.59,transfer
T02135,V117,D027,2026-02-03,Westside Yard,Eastfield Park,516.9,9.94,61.0,102.98,delivery
T02487,V062,D056,2026-02-03,Airport Cargo,Eastfield Park,28.1,0.44,5.0,8.41,delivery
T02676,V013,D016,2026-02-03,Northgate DC,Eastfield Park,297.8,4.59,41.0,71.63,service_run
T03006,V029,D060,2026-02-03,Downtown Drop,Eastfield Park,336.2,5.97,46.9,68.73,service_run
T03085,V092,D044,2026-02-03,Harbor Terminal,Westside Yard,363.8,5.65,41.3,60.32,transfer
T03611,V068,D025,2026-02-03,Westside Yard,Riverside Hub,563.8,9.53,92.7,154.45,delivery
T04542,V094,D078,2026-02-03,Westside Yard,Riverside Hub,72.8,1.1,7.8,13.26,pickup
T04546,V102,D038,2026-02-03,Harbor Terminal,Northgate DC,458.4,7.78,63.6,97.33,delivery
T04714,V114,D070,2026-02-03,Northgate DC,Riverside Hub,281.1,4.51,39.0,66.92,pickup
T05017,V044,D020,2026-02-03,Harbor Terminal,Northgate DC,419.5,9.52,52.6,85.84,delivery
T05083,V113,D053,2026-02-03,Springfield Depot,Eastfield Park,370.5,7.44,37.0,53.68,service_run
T05104,V008,D046,2026-02-03,Eastfield Park,Riverside Hub,304.3,4.9,45.6,68.22,delivery
T05109,V029,D060,2026-02-03,Riverside Hub,Springfield Depot,417.6,6.33,50.4,81.89,service_run
T00245,V060,D005,2026-02-04,Riverside Hub,Westside Yard,16.0,0.25,2.8,4.73,pickup
T00369,V114,D070,2026-02-04,Riverside Hub,Harbor Terminal,478.7,7.71,73.6,118.73,delivery
T00736,V095,D034,2026-02-04,Westside Yard,Harbor Terminal,178.3,2.83,29.4,45.59,delivery
T01050,V039,D045,2026-02-04,Airport Cargo,Northgate DC,486.2,8.99,50.1,77.45,transfer
T01442,V116,D012,2026-02-04,Riverside Hub,Airport Cargo,243.7,5.23,25.1,37.56,delivery
T01660,V029,D060,2026-02-04,Eastfield Park,Northgate DC,108.3,1.73,11.5,18.8,service_run
T01732,V044,D020,2026-02-04,Westside Yard,Downtown Drop,360.0,7.96,50.8,73.7,pickup
T02143,V098,D018,2026-02-04,Harbor Terminal,Westside Yard,127.0,3.23,15.6,25.98,transfer
T02195,V094,D078,2026-02-04,Harbor Terminal,Northgate DC,421.9,9.38,40.8,68.99,pickup
T02657,V045,D076,2026-02-04,Airport Cargo,Springfield Depot,270.1,5.09,43.8,74.82,delivery
T02963,V081,D042,2026-02-04,Eastfield Park,Airport Cargo,266.9,4.64,36.6,62.17,delivery
T03380,V092,D044,2026-02-04,Eastfield Park,Riverside Hub,565.3,10.54,73.7,117.06,transfer
T03680,V052,D065,2026-02-04,Airport Cargo,Downtown Drop,577.1,10.24,65.4,100.45,pickup
T03809,V087,D039,2026-02-04,Harbor Terminal,Downtown Drop,396.6,9.97,66.2,110.65,transfer
T04044,V108,D063,2026-02-04,Westside Yard,Northgate DC,506.5,9.69,65.4,113.27,transfer
T04047,V065,D080,2026-02-04,Riverside Hub,Airport Cargo,447.4,9.47,81.2,123.21,delivery
T04249,V004,D003,2026-02-04,Northgate DC,Springfield Depot,389.6,5.8,44.2,68.62,service_run
T04683,V102,D038,2026-02-04,Downtown Drop,Harbor Terminal,53.8,0.98,8.9,14.49,pickup
T00532,V048,D036,2026-02-05,Riverside Hub,Springfield Depot,114.5,2.15,15.9,26.91,transfer
T00607,V107,D015,2026-02-05,Springfield Depot,Downtown Drop,108.6,2.01,16.6,27.68,pickup
T01424,V004,D003,2026-02-05,Eastfield Park,Springfield Depot,260.5,3.95,34.4,51.07,service_run
T01757,V084,D013,2026-02-05,Springfield Depot,Northgate DC,16.7,0.27,1.5,2.44,pickup
T01765,V084,D013,2026-02-05,Airport Cargo,Westside Yard,429.3,9.5,48.6,76.55,delivery
T02261,V028,D064,2026-02-05,Westside Yard,Harbor Terminal,228.8,4.6,20.9,30.75,delivery
T02403,V094,D078,2026-02-05,Airport Cargo,Northgate DC,465.7,9.98,54.7,94.74,delivery
T02410,V084,D013,2026-02-05,Eastfield Park,Airport Cargo,373.3,8.51,52.3,85.91,delivery
T02703,V082,D055,2026-02-05,Springfield Depot,Westside Yard,210.5,3.24,28.3,41.22,delivery
T02740,V012,D057,2026-02-05,Harbor Terminal,Downtown Drop,596.1,11.84,101.8,155.52,service_run
T03541,V050,D007,2026-02-05,Downtown Drop,Eastfield Park,135.7,2.14,22.4,39.04,transfer
T03586,V021,D037,2026-02-05,Springfield Depot,Westside Yard,509.4,10.51,50.8,74.69,delivery
T04248,V107,D015,2026-02-05,Eastfield Park,Springfield Depot,47.6,0.7,5.1,8.55,transfer
T04378,V059,D002,2026-02-05,Eastfield Park,Harbor Terminal,433.6,6.71,75.4,127.47,pickup
T04847,V047,D050,2026-02-05,Northgate DC,Westside Yard,226.8,3.37,32.1,54.07,delivery
T04947,V040,D067,2026-02-05,Riverside Hub,Northgate DC,403.8,5.98,50.3,85.9,transfer
T00214,V039,D045,2026-02-06,Springfield Depot,Eastfield Park,317.9,6.92,39.6,63.71,delivery
T00388,V077,D029,2026-02-06,Downtown Drop,Springfield Depot,219.9,4.84,25.1,39.59,pickup
T00571,V039,D045,2026-02-06,Harbor Terminal,Riverside Hub,57.0,1.25,5.3,8.73,delivery
T00946,V037,D035,2026-02-06,Springfield Depot,Airport Cargo,279.7,5.19,25.8,42.26,transfer
T00970,V055,D059,2026-02-06,Springfield Depot,Northgate DC,431.7,9.23,55.7,86.62,delivery
T00984,V117,D027,2026-02-06,Northgate DC,Riverside Hub,590.7,9.97,68.5,115.53,delivery
T01124,V014,D031,2026-02-06,Downtown Drop,Eastfield Park,71.5,1.54,7.6,12.65,transfer
T01182,V087,D039,2026-02-06,Airport Cargo,Downtown Drop,106.2,1.72,14.7,24.68,pickup
T01418,V043,D073,2026-02-06,Eastfield Park,Riverside Hub,95.2,1.65,11.8,17.22,service_run
T01454,V019,D041,2026-02-06,Westside Yard,Riverside Hub,313.0,7.97,50.2,78.91,delivery
